"Video Name","Video Description","Brightcove ID","Vertical Section","Verticals","Show","Season Number","Thumbnail","thePlatform guid","thePlatform PID","Geo Restriction","People","Keywords","Keywords Text","Categories","Transcript/quote","link","Longform","Date Created","Duration","Locales","Encoding","filename"
"The blitzkrieg tradition","Dr Simon Trew looks at the new theories of mobile warfare that developed across Europe in the run up to 1939, and how German military thinking was no more than the embellishment of long-held principles","73431473001","","Poland","","","<img src=""http://www.history.co.uk/explore-history/ww2/poland/video/the-blitzkrieg-tradition/thumbnail-120x90/thumbnail/22204771001_73436071001_th-73433120001.jpg.jpg"" />","bc_73431473001","34scQSKWMPlN","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/poland/video/the-blitzkrieg-tradition","No","24/03/2010 17:05","75.676","pl, ro","","",
"Polish defeat","Dr Simon Trew explains how strategic geography gave the Poles little chance against the German onslaught in September 1939","73414316001","","Poland","","","<img src=""http://www.history.co.uk/explore-history/ww2/poland/video/polish-defeat/thumbnail-120x90/thumbnail/22204771001_73422614001_th-73420978001.jpg.jpg"" />","bc_73414316001","mZtokP86oB1A","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/poland/video/polish-defeat","No","24/03/2010 17:05","133.355","pl, ro","","",
"Nazi broadcaster defends German  invasion of Poland","On August 31, 1939, Nazi leader Adolf Hitler signed an order to attack Poland, and German forces moved to the frontier.","36901869001","","Poland","","","<img src=""http://www.history.co.uk/explore-history/ww2/poland/video/nazi-broadcaster-defends-german-invasion-of-poland/thumbnail-120x90/thumbnail/1119379849_1606754443_History-Nazi-Defends-Invasion-of-Poland-Speech-small.jpg.jpg"" />","History_Nazi_Defends_Invasion_of_Poland_Speech","_43qu7NDfQBP","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/poland/video/nazi-broadcaster-defends-german-invasion-of-poland","No","24/03/2010 17:05","133.015","pl, ro","","",
"Myths of Polish defeat","Dr Duncan Anderson examines the reasons for Poland&#039;s rapid defeat in 1939","73392391001","","Poland","","","<img src=""http://www.history.co.uk/explore-history/ww2/poland/video/myths-of-polish-defeat/thumbnail-120x90/thumbnail/22204771001_73402728001_th-73396411001.jpg.jpg"" />","bc_73392391001","GAMhJUAV9zKW","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/poland/video/myths-of-polish-defeat","No","24/03/2010 17:05","187.350","pl, ro","","",
"Air raid precaution demonstration in wars","An Air Raid Precaution test held in Warsaw, though hopes for peace linger","68821448001","","Poland","","","<img src=""http://www.history.co.uk/explore-history/ww2/poland/video/air-raid-precaution-demonstration-in-warsaw/thumbnail-120x90/thumbnail/22204771001_72565110001_scold19-166-1268905665099.jpg.jpg"" />","bc_68821448001","ZbnLnZjY5uQF","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/poland/video/air-raid-precaution-demonstration-in-warsaw","No","24/03/2010 17:05","46.053","pl, ro","","",
"Pre-invasion Polish military","News report reviewing Poland&#039;s military forces before they were swept away by the German Blitzkrieg","68908418001","","Poland","","","<img src=""http://www.history.co.uk/explore-history/ww2/poland/video/pre-invasion-polish-military/thumbnail-120x90/thumbnail/22204771001_72566108001_rhumba18-169-1268904797816.jpg.jpg"" />","bc_68908418001","XXJVe_1VyGPa","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/poland/video/pre-invasion-polish-military","No","24/03/2010 17:05","56.084","pl, ro","","",
"The Versailles military clauses","Dr Duncan Anderson argues that the unintended consequences of the Versailles Treaty, ironically, helped Germany to develop the most modern and sophisticated army in Europe by 1939","73448468001","World War 2","Treaty of Versailles
Nazi Germany
Poland","","","<img src=""http://www.history.co.uk/explore-history/ww2/treaty-of-versailles/video/the-versailles-military-clauses/thumbnail-120x90/thumbnail/22204771001_73455779001_th-73453298001.jpg.jpg"" />","bc_73448468001","YlB8j1gqykDt","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/treaty-of-versailles/video/the-versailles-military-clauses","No","26/03/2010 9:34","86.543","pl, ro","","",
"France surrenders to Germany","The French surrender on 22 June 1940, the ceremony taking place in the exact carriage used for the German surrender in 1918","68855881001","","Fall of France","","","<img src=""http://www.history.co.uk/explore-history/ww2/fall-of-france/video/france-surrenders-to-germany/thumbnail-120x90/thumbnail/22204771001_72566155001_rhumba18-166-1268907200349.jpg.jpg"" />","bc_68855881001","1jt1J9ioueYy","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/fall-of-france/video/france-surrenders-to-germany","No","25/03/2010 10:10","215.040","pl, ro","","",
"The miracle of Dunkirk","Andrew Roberts argues that the Dunkirk evacuation is rightly remembered as one of the great courageous episodes of British history","73448415001","","Fall of France","","","<img src=""http://www.history.co.uk/explore-history/ww2/fall-of-france/video/the-miracle-of-dunkirk/thumbnail-120x90/thumbnail/22204771001_73449089001_th-73446747001.jpg.jpg"" />","bc_73448415001","6wTHnMGrQQOy","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/fall-of-france/video/the-miracle-of-dunkirk","No","25/03/2010 10:10","133.982","pl, ro","","",
"British army moves to the defence of France","Lord Gort, commander of the BEF, gives lunch for several newspapermen at the British headquarters in France. Meanwhile, British infantry and vehicles move up towards the Belgian frontier","68830938001","","Fall of France","","","<img src=""http://www.history.co.uk/explore-history/ww2/fall-of-france/video/british-army-moves-to-the-defence-of-france-1939/thumbnail-120x90/thumbnail/22204771001_72567444001_sleuth12-171-1268906810463.jpg.jpg"" />","bc_68830938001","Wq9DZ_xFB8la","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/fall-of-france/video/british-army-moves-to-the-defence-of-france-1939","No","25/03/2010 10:10","84.062","pl, ro","","",
"The Maginot Line","Dr Simon Trew explains how the French frontier defences of the Maginot Line were symptomatic of a defensive mentality, that failed to cope with events in 1940","73437476001","","Fall of France","","","<img src=""http://www.history.co.uk/explore-history/ww2/fall-of-france/video/the-maginot-line/thumbnail-120x90/thumbnail/22204771001_73561313001_sleuth12-182-1269425554754.jpg.jpg"" />","bc_73437476001","m6jW3_Z0pvQQ","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/fall-of-france/video/the-maginot-line","No","25/03/2010 10:10","60.551","pl, ro","","",
"RAF in action during the invasion of France","News report celebrating Allied aerial success during the doomed defence of France","68907921001","","Fall of France","","","<img src=""http://www.history.co.uk/explore-history/ww2/fall-of-france/video/raf-in-action-during-the-invasion-of-france/thumbnail-120x90/thumbnail/22204771001_72567441001_sleuth12-171-1268906664860.jpg.jpg"" />","bc_68907921001","K9IKvnhnKOk7","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/fall-of-france/video/raf-in-action-during-the-invasion-of-france","No","25/03/2010 10:10","87.092","pl, ro","","",
"Panzer generals","Dr Simon Trew tells how talented German generals like Erwin Rommel and Heinz Guderian were encouraged to be aggressive and risk-taking, with tremendous results in France","73396170001","","Fall of France","","","<img src=""http://www.history.co.uk/explore-history/ww2/fall-of-france/video/panzer-generals/thumbnail-120x90/thumbnail/22204771001_73419659001_th-73407570001.jpg.jpg"" />","bc_73396170001","r82oWqQnCuk2","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/fall-of-france/video/panzer-generals","No","25/03/2010 10:10","89.626","pl, ro","","",
"Forgotten heroes of Dunkirk","Dr Simon Trew highlights the neglected role of both the French army and the Royal Air Force in the Dunkirk evacuation, and underlines the importance of its success","73365066001","","Fall of France","","","<img src=""http://www.history.co.uk/explore-history/ww2/fall-of-france/video/forgotten-heroes-of-dunkirk/thumbnail-120x90/thumbnail/22204771001_73376861001_th-73371837001.jpg.jpg"" />","bc_73365066001","ThFEGLaDNh9k","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/fall-of-france/video/forgotten-heroes-of-dunkirk","No","25/03/2010 10:10","201.743","pl, ro","","",
"Fall of France","Prof Richard Overy describes how the French were completely wrongfooted by the German offensive in May 1940","73365041001","","Fall of France","","","<img src=""http://www.history.co.uk/explore-history/ww2/fall-of-france/video/fall-of-france/thumbnail-120x90/thumbnail/22204771001_73372621001_th-73371771001.jpg.jpg"" />","bc_73365041001","SrOlCA4LMRsR","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/fall-of-france/video/fall-of-france","No","25/03/2010 10:10","134.713","pl, ro","","",
"Dunkirk spin","Dr Duncan Anderson describes how Churchill used all his journalistic experience to help weave the Dunkirk evacuation into a story of miraculous deliverance","73360321001","","Fall of France","","","<img src=""http://www.history.co.uk/explore-history/ww2/fall-of-france/video/dunkirk-spin/thumbnail-120x90/thumbnail/22204771001_73369844001_th-73368252001.jpg.jpg"" />","bc_73360321001","xRpils_RnOcU","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/fall-of-france/video/dunkirk-spin","No","25/03/2010 10:10","132.911","pl, ro","","",
"Blitzkrieg in France","Dr Duncan Anderson explains how German strategic surprise, and more flexible, aggressive military thinking, led to the rapid defeat of France in 1940","73356787001","","Fall of France","","","<img src=""http://www.history.co.uk/explore-history/ww2/fall-of-france/video/blitzkrieg-in-france/thumbnail-120x90/thumbnail/22204771001_73361680001_th-73360861001.jpg.jpg"" />","bc_73356787001","Q64BHbWUwOuN","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/fall-of-france/video/blitzkrieg-in-france","No","25/03/2010 10:10","142.837","pl, ro","","",
"A new pace of warfare","Dr Simon Trew highlights the much faster tempo of decision-making by German armed forcecs, compared with the slow, methodical approach of the French, as a key reason for the rapid defeat of France in 1940","73353217001","","Fall of France","","","<img src=""http://www.history.co.uk/explore-history/ww2/fall-of-france/video/a-new-pace-of-warfare/thumbnail-120x90/thumbnail/22204771001_73365349001_scold19-153-1269353927599.jpg.jpg"" />","bc_73353217001","KIZgLG99qJH9","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/fall-of-france/video/a-new-pace-of-warfare","No","25/03/2010 10:10","154.279","pl, ro","","",
"RAF in action over France","&#034;RAF In Action - Actual Aerial Combat In France&#034; - gun footage of British fighters attacking German aircraft over France in 1940","68907927001","","Fall of France","","","<img src=""http://www.history.co.uk/explore-history/ww2/fall-of-france/video/raf-in-action-over-france/thumbnail-120x90/thumbnail/22204771001_72565264001_wake19-163-1268907979191.jpg.jpg"" />","bc_68907927001","ItB_bFkCaeJg","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/fall-of-france/video/raf-in-action-over-france","No","25/03/2010 10:10","76.094","pl, ro","","",
"French civilians fall victim to the Blitzkrieg","Scenes of destruction as German air attacks hit civilian buildings during the Fall of France","68868333001","","Fall of France","","","<img src=""http://www.history.co.uk/explore-history/ww2/fall-of-france/video/french-civilians-fall-vicitm-to-the-blitzkrieg/thumbnail-120x90/thumbnail/22204771001_72565259001_wake19-168-1268907814171.jpg.jpg"" />","bc_68868333001","ZShh1BytSTd4","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/fall-of-france/video/french-civilians-fall-vicitm-to-the-blitzkrieg","No","25/03/2010 10:10","39.079","pl, ro","","",
"French leaders sign armistice in Germany","General Charles Huntziger, later to be Secretary for War in the French collaborationist Vichy government, arrives to sign the French surrender at Compiegne on 22nd June 1940. He is followed by Adolf Hitler and his generals","69708771001","","Fall of France","","","<img src=""http://www.history.co.uk/explore-history/ww2/fall-of-france/video/french-leaders-sign-armistice-with-germany/thumbnail-120x90/thumbnail/22204771001_72567458001_sleuth12-173-1268907401902.jpg.jpg"" />","bc_69708771001","usZ8eAbds0FF","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/fall-of-france/video/french-leaders-sign-armistice-with-germany","No","25/03/2010 10:10","175.464","pl, ro","","",
"The Bef in France","Dr Duncan Anderson looks at how the British generals in France coped with the speed and movement of German Blitzkrieg","73428785001","","Fall of France","","","<img src=""http://www.history.co.uk/explore-history/ww2/fall-of-france/video/the-bef-in-france/thumbnail-120x90/thumbnail/22204771001_73565782001_scold19-176-1269424663103.jpg.jpg"" />","bc_73428785001","2atix0andyOI","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/fall-of-france/video/the-bef-in-france","No","25/03/2010 10:10","160.862","pl, ro","","",
"The importance of Dunkirk","Prof Richard Overy argues that the real significance of Dunkirk was not in saving the British Expeditionary Force, but in its psychological effect on the British nation","73431522001","","Fall of France","","","<img src=""http://www.history.co.uk/explore-history/ww2/fall-of-france/video/the-importance-of-dunkirk/thumbnail-120x90/thumbnail/22204771001_73565793001_scold19-169-1269425349061.jpg.jpg"" />","bc_73431522001","Dw01plg2GVMm","All","","","","Video","","http://www.history.co.uk/explore-history/ww2/fall-of-france/video/the-importance-of-dunkirk","No","25/03/2010 10:10","82.311","pl, ro","","",
